userName,Review,Rating
Tajul Bashar,"Scanner part needs improvement, manual entry of passport part is horrible - without any help, but it overall not bad",4
Yuri Gordienko,Would not work without the Internet. Causes a lot of issues at airports with poor wifi service,1
Gary Waissi,great app,5
Jafar Kofahi,Passport scan is difficult to do,3
Kerin Green,very easy to use,5
Damion Buelow,unnecessary and embarrassing for our country. tremendous inconvenience for those without technology,1
Daniel Schindler,efficient and user friendly,5
Brad Sheardown,usless,1
Will Tate,"Terrible app. wouldn't let me enter pm for arrival time, only am. wouldn't let me enter a contact address not in Canada, which is not useful when I'm going straight to the states and not staying in Canada",1
Brennan Moran,Can't believe this stupid app exists. What an idiot country.,1
Mark Sitzler,aksed for a review,1
Kelly Aitken,This is the most pointless app and we shouldn't have to fill this stuff in when trying to come home. Our government wants to control everything about our lives...,1
Sandra Grady,Difficult to use,3
Shady Rizk,useless app all of this is nonsense,1
Jeremy Keller,"decent app, but looking forward to the day I don't have to use it",5
Janak Kacharia,It is quite simple & concise,5
Devin Belmar,requiring an app to cross the border isn't fair to those without smartphones,1
Tamara Cormier,Everytime it mistakenly sends you into quarantine!!!!!!! I am so over this app!!,1
Michael Mullins,easy to use,5
Joel G,Easy to use.,5
John and Margit Griffith,"pretty easy, but had to list a place we're staying, but we're not... we're just going from one side of Niagara Falls to the other and back again.",4
MaryLynn Metras,Excellent,5
Philippe Lagadec,address search is bad and passport picture for quick entry is aweful.,1
Petar Basta,Get rid of this Trudeau,1
Bill Perrotta,so far made two trips to Canada and was fast and efficient!,5
Laura Ann Francis- Nelson,Difficult to navigate and everything is lost if you have to leave the app to check information it wants.,2
Fred Turner,"Your password system is way too persnickety, especially for elderly applicants. Allow auto fill by Last Pass",1
Roshan Jeyakumar,couldnt scan passport.,3
Pat Jacobs,Cannot get in!!,1
Brian hud,Easy to do just follow the instruction...,5
Jiquanda Nelson,So easy to use!,5
Matt McGuire,"Thorough and informative, though it's not really set up for simply passing through Canada for a few hours.",4
Nick Smyth,"would not accept password, despite having used exact same password day before. Could not receive email with reset code so had to open new account with different email Also would not accept 2:30pm as flight arrival time. Kept defaulting to 2:17 pm.",1
Melody O'Seadna,Worked well for entering the data customs needs; hopefully it'll make the crossing smooth.,5
Marlene Huntsinger,disgusting,1
Darren Thackeray,"After creating an account, saving the steps I'd made, & frequently signing in & out, it seems simple, clear & easy to use so far. No dramas.",5
matt macquarrie,pointless,1
Robert Blankenship,All civic apps should be this easy to use.,5
Edward Graff,"Forms were simple, pages were easy to navigate.",5
Michael Hurt,Nice and clear instructions,5
Matthew Kirkpatrick,this aop is buggier than the everglades. i would rather get covid than uae it.,1
Bonn Guzman,great service,5
RUBIGA DEVI,I wanna go home,5
Qwik Lit,Governments should not be collecting this much information on its own citizens.,1
Rami Tissawak,great but without it is much easier,5
John Smith,I saw some reviews about the last update being pretty bad but this was a smooth process. There was a recent update so im sure that influenced this smooth sailing.,5
Luke Buis,eeeF you arrive can app! You really screwed me,1
Charles Miles,fast and easy.,5
Psychie The Hedgehog,It's a hassle having to fill out the app to travel while also locking up before the app can be completed.,2
Brian McKee,information for the location of the green card number and which digits are in fact the numbers needed.,4
Patrick Romany,Can't get the app to open,1
Derek Parker,"Easy to use. Needs an option for ""just passing through Canada"" for people driving from Niagara to Detroit (or other places where one might want to pass through part of Canada to save time).",5
John Slightam,long but semi fun,5
Carlos Rojas,"nicely done app, but way too many details",5
kevin mcguire,what a waste of time and money.,1
Jordan Cooper,"Easy to use, no blocking technical problems",5
Thomas Kilmer,"The verification code can't be copied from your email for some reason, you need to enter it manually. Other than that, it's a decent app.",4
Stuart Engel,quick and easy,5
Monica King,There wasn't an option for traveling through Canada.,2
BHAVIN SHAH,very easy to work and user friendly.,5
Ahmed Bajwa,Great app,5
Nadir Elalami,pas évident de trouver le nom de la compagnie aérienne,4
Dirk J.,easy enough to use if you got all required info at hand...,5
Dinah Taylor,Terrible App. difficult to use and after a dozen attempts could not enter correct arrival time. Adds undue stress to travel.,1
Holly Stallworth,The camera didn't work on my Android phone.,1
Serhii,absolutely useless piece of bureaucracy,1
L33DyA JKauR,its a must to fill in the blanks. short questionnaire. thats it,4
Christopher Kidwell,Need an address option for travelers in transit,4
Patrick Curry,fairly straight forward.,4
Jill Brookes,Easy to use if you have all your documents at hand.,5
Kurtis Scramstad,Blah,1
John W,"Does exactly what it needs to, quickly and easy to follow.",5
Rick Badley,simple clear easy,5
Hamid T,not all the port are listed. so confusing,1
Nadia L'Esperance,Balant malware,1
JOHN JEROME,Simple to use,5
Adam Wilcockson,"I understand where they are going with this, but I think the transition could be a lot smoother. Feels like people just have to do double the work right now for no clearly stated reason.",2
Ford F1505.2l,Easy to use the ArriveCAN.,5
Jason Will,quick fast awesome,5
BENJAMIN OBENG,Very great app. that has much convenience.,5
Stewart Instance,"""pending"", ""pending"". How long am I supposed to wait to get yet another updated version. That is bloody crazy and a waste of my time.",1
Victor Manuel Beltrán,easy to use!,5
Tammy Lasek,pretty easy process,5
Dan Dimarco,Get rid of this waste of time!!,1
NELG VLANS,"quick, easy, and app friendly",5
E. Chan,Quick & worked very well. Easy to use & to navigate.,5
Eric Huang,not friendly,2
Blake Baldassi,The fact that we have to use this app is bs.,1
John Wiejaczka,It is easy and straightforward to fill out and submit.,5
Doug Bradshaw,Fairly easy to use,4
Shelley Haslett,Fairly easy to follow.,5
Andrew Silvaggio,Worst idea ever,1
Martin Chester,"Absolutely garbage app. Garbage reasons for insisting on its use. Does not help prevent COVID in anyway, just creates more useless barriers to travelling abroad. Makes Canada a less desirable place to visit.",1
Mark ZurSchmiede,"Auto scan of passport didn't work, but everything else was smooth",4
Mike Haykin,Easy and clear enough to use.,5
Mustafa Muflehi,Easy to follow.,5
Leonor Abad,fast and easy. user friendly app,5
Sherard Eno,I am a Pilot for a large Canadian airline. WHY am I in line at PH. After a long day of work?? Trudeau....Are you kidding me?,1
Rob Thompson,awesome,5
Christine Bossler,cool,5
Mehran M,slow and crashing,1
Shawna Hampeys,Easy and very user friendly. Wish all countries did it this way.,5
Cheryl Gartenberg,"easy to use, even if you're not computer savvy",5
Matthew Peck,"There's no address option for those just passing through Canada to get to Alaska that don't plan to stop anywhere, so I put a gas station on the northern boarder.",4
Gloria Scarabelli,very easy to understand and complete.,5
Sean,"Useless app, can't believe it's still being used, waste of time and money, embarassing for our country",1
Brayden Sutley,waste of time and battery,1
Yilmaz Ozturk,cool,5
Thomas Holmes,this app is the dumbest thing to ever exist,1
Monique De Milander,Old version,1
daniel kyung,easy to follow and complete,5
anne mcdonald,Why do you think we are spreading Covid. We should be more frightened in Canada. Your rate of spread is higher thaN ours,1
